Solar_Power,rso,precip,rh_max,td_avg,airt_max,windd_avg,winds_max
3472,0.549,0,77,28.8,36.3,28,5.369
3071,0.251,0,97,30.4,31.1,344,4.921
3519,0.8330001,0,97,31.1,33.1,58,5.592
5190,1.347,0,93,30.4,33.4,59,7.158
13317,1.706,0.055,88,30.4,34.2,56,6.487
30337,1.869,0.02,84,30.6,35.1,20,5.592
30355,1.82,0,80,30,37.4,8,8.5
15915,1.567,0,71,28.6,38.7,39,7.606
8446,1.131,0,68,27.9,37.9,336,6.711
4629,0.564,0,72,27.1,36.9,310,5.145
4400,0.002,0,73,16,26.2,39,4.921
7726,0.265,0,77,18.7,26.6,348,5.145
9260,0.8610001,0,77,19.2,26.2,250,3.355
11219,1.385,0,78,20.5,27.3,297,4.921
12808,1.747,0,74,20.8,29.5,342,5.145
12157,1.91,0,71,21.6,29.8,235,4.698
11654,1.86,0,71,21.9,30.9,334,5.592
9211,1.6,0,71,23.5,32.7,351,6.04
5954,1.155,0,76,24.8,32.5,327,5.592
3564,0.582,0,80,25.5,31.8,323,4.474
3481,0,0,85,25.9,32,117,2.013
8345,0.003,0,84,25.9,31.8,167,1.79
20773,0.272,0,85,26.4,32.9,68,4.25
29528,0.864,0,78,26.8,34.7,102,5.369
33958,1.385,0,73,27.5,37.6,9,4.698
38066,1.746,0,65,28.2,40.6,360,6.263
39186,1.91,0,63,28.4,40.3,346,7.158
34984,1.862,0,61,28.8,40.6,331,7.606
26980,1.605,0,61,29.3,42.3,324,7.158
15208,1.163,0,64,29.5,41.7,323,6.263
5714,0.594,0,65,29.5,41.4,342,5.145
2979,0,0,70,26.8,38.5,33,4.698
5262,0.004,0,69,26.4,39.7,101,5.145
9208,0.282,0,70,26.2,39.7,71,6.04
11746,0.878,0,57,25.2,40.8,45,6.487
18595,1.403,0,60,25.7,42.3,9,7.158
23864,1.766,0,54,24.4,45.9,4,6.487
22416,1.935,0,42,23.5,46.4,336,6.04
13394,1.89,0,55,25,46.6,334,6.487
9173,1.63,0,59,27.7,44.8,320,6.711
5323,1.182,0,65,28.4,40.8,310,6.487
3583,0.609,0,71,28.8,39,255,5.592
3527,0.005,0,91,17.2,20.3,328,11.632
3608,0.296,0,90,16.9,20.1,318,10.066
3464,0.905,0,88,16.3,19.8,312,11.856
3129,1.437,0,86,16.9,20.7,314,8.948
3573,1.805,0,86,17.2,20.8,328,8.053
3494,1.973,0,81,16.9,21.9,311,13.198
3550,1.926,0,80,17.1,22.8,318,10.066
3456,1.665,0,79,17.4,22.8,305,12.303
3452,1.218,0,82,18,22.8,320,10.514
3048,0.006,0,63,0.1,12.2,35,17.896
3432,0.313,0,61,-0.9,10.8,34,16.553
3813,0.937,0,59,-0.6,13.5,42,15.659
4422,1.478,0,63,2.5,15.4,45,6.711
5631,1.848,0,63,5.5,15.8,327,7.606
6376,2.016,0,63,5.9,16.9,321,5.816
5554,1.968,0,60,6.6,17.8,316,8.277
4061,1.705,0,60,6.3,18.7,298,6.711
4350,1.252,0,61,7,19,250,6.935
3787,0.661,0,60,6.8,19,261,4.698
4113,0.007,0,86,10.2,14.2,278,2.684
3303,0.322,0,86,11.5,16,210,4.698
3727,0.941,0,83,12.4,17.4,231,3.132
3874,1.477,0,79,13.5,18.1,318,4.474
3772,1.848,0,79,14.9,20.3,306,5.592
4537,2.016,0,78,15.6,20.8,314,6.04
3842,1.967,0.004,77,16.7,23,327,6.487
3605,1.705,0,80,17.6,22.6,307,6.487
3270,1.254,0,80,17.8,23.5,297,7.158
4376,0.942,0,93,23.5,25.9,353,5.145
4077,1.473,0,91,24.8,27.1,353,4.921
3804,1.839,0,89,26.2,29.1,323,4.698
3558,2.005,0,89,27.5,30.7,323,4.921
3514,0.01,0,65,30.2,43,321,14.093
5206,0.337,0,66,30.6,41.9,311,14.093
8213,0.9450001,0,69,30.9,41.4,318,10.961
8588,1.471,0,68,31.3,41.9,317,12.751
9293,1.837,0.004,85,32.5,41.5,309,9.619
8644,2.001,0.012,88,34.9,38.1,326,7.158
8859,1.949,0.016,87,35.2,39,177,4.474
8113,1.693,0,87,34.9,40.8,72,6.935
6746,1.254,0,84,34.3,41.9,52,5.816
4094,0.682,0,79,33.8,42.6,168,4.698
3426,0,0,58,27.5,44.2,312,8.948
4032,0.011,0,59,27.3,43.7,313,12.527
6596,0.351,0,58,27.1,42.4,306,8.724
16283,0.966,0,56,26.4,42.6,305,12.079
24105,1.499,0,65,26.8,45,326,13.422
14755,1.869,0,66,28.4,41,341,17.001
8819,2.033,0,62,25.5,41,326,13.422
10128,1.997,0,62,22.3,36.5,333,13.645
10614,1.744,0,49,17.8,36.3,319,13.198
8486,1.306,0,51,19,37.2,339,7.382
5769,0.716,0,51,18.9,36.9,335,6.935
3550,0,0,66,12.2,23.7,85,9.619
10774,0.013,0,65,11.7,23.4,64,9.395
26852,0.372,0,64,11.5,24.3,107,9.171
38468,1.004,0,65,13.3,26.2,121,7.606
44821,1.544,0,67,16.2,28.8,348,6.487
42462,2.037,0,58,19.2,32.4,314,6.487
34638,1.776,0,58,19.6,32.2,292,7.829
20939,1.324,0,60,19.4,33.4,304,6.935
7044,0.733,0,59,19.6,32.7,303,6.487
3380,0,0,63,10,21.7,38,12.303
7814,0.015,0,63,10.6,22.6,48,10.514
11656,0.386,0,62,11.7,25.2,92,8.277
21745,1.021,0,68,12.9,25.9,35,10.961
18415,1.564,0,65,14.4,27.1,313,7.606
7312,1.938,0,74,15.4,26.1,334,8.053
7556,2.108,0,85,20.1,25,327,6.487
9722,2.05,0.043,84,22.6,27.3,323,4.25
15687,1.786,0,82,23.4,28.6,289,5.816
21113,1.336,0,80,22.8,28.6,326,7.158
5852,0.747,0,79,22.3,27.5,343,5.592
3394,0.017,0,71,2.3,13.8,133,16.777
5558,0.017,0,71,2.3,13.8,133,16.777
10865,0.404,0,72,2.7,13.6,48,17.448
20110,1.048,0,78,6.3,16,79,9.619
31839,1.593,0,79,10.4,17.1,261,5.145
40641,1.965,0,77,12.6,20.7,313,7.158
36321,2.136,0,74,14,21,315,7.382
42406,2.088,0,72,14.9,24.4,305,7.158
34100,1.822,0,70,15.1,23.9,329,8.053
20019,1.369,0,64,15.1,26.2,316,6.487
7285,0.771,0,63,16.3,27,269,5.369
4843,0.019,0,71,16.2,27.5,265,3.803
8806,0.412,0,70,17.1,27.9,262,6.263
17034,1.049,0,71,19,28.9,20,5.145
27882,1.589,0,67,19.6,31.8,289,5.592
33146,1.964,0,63,20.1,31.6,322,5.592
40925,2.137,0,61,20.3,32.5,325,5.145
36998,2.091,0,56,20.5,35.4,331,6.04
22019,1.83,0,52,19.8,36.5,325,6.935
14138,1.379,0,55,19.9,35.8,335,6.935
3629,0.7830001,0,59,20.3,35.1,300,5.369
51788,2.159,0,57,7.3,21.4,335,8.053
52359,2.333,0,52,8.2,24.4,328,7.829
43526,2.283,0,49,9.3,27.1,344,6.935
35729,2.013,0,51,10.6,27.9,324,7.382
21987,1.547,0,56,12.2,27,328,6.263
8361,0.9310001,0,54,13.6,27.1,324,6.263
4090,0.267,0,61,12.2,25.7,309,5.592
17273,0.048,0,87,8.1,12.7,237,3.132
29788,0.567,0,86,8.1,14.5,219,3.355
41244,1.233,0,75,9.3,19,273,4.698
43662,1.789,0,72,11.3,21.4,320,5.369
44394,2.168,0,65,12,24.6,320,7.158
53065,2.344,0,56,12.6,26.8,331,6.263
43825,2.295,0,51,13.5,29.3,319,6.935
36775,2.025,0,51,14,31.1,328,7.158
23957,1.56,0,53,15.1,31.8,338,8.053
7053,0.946,0,50,16.3,33.1,312,6.263
3827,0.279,0,54,14.2,30.2,291,4.474
5682,0,0,72,11.1,22.3,58,7.829
15667,0.053,0,81,10.8,23.5,181,6.487
29743,0.5840001,0,75,11.8,22.1,320,8.5
40630,1.249,0,72,13.1,24.4,320,5.592
44495,1.802,0,64,14.7,27.5,300,5.592
42876,2.307,0,50,16.7,35.6,322,5.816
34507,2.038,0,47,17.4,36.1,320,6.935
23908,1.573,0,49,18.1,36.3,301,6.487
7737,0.9590001,0,44,19.4,37.4,314,4.921
3557,0.292,0,50,16.3,36,339,4.474
5280,0,0,79,15.1,25.2,9,6.263
16980,0.058,0,82,14.9,24.6,140,3.355
29836,0.6,0,82,15.3,23.2,166,4.25
41688,1.264,0,72,16,29.3,243,5.145
42568,2.316,0,48,20.8,40.1,308,7.829
32402,2.047,0,51,22.3,40.1,323,7.829
22469,1.582,0,50,22.1,41.4,332,6.711
7554,0.9710001,0,45,23.2,43.3,279,5.369
3264,0.304,0,53,22.5,41.5,292,6.487
6949,0.063,0,62,14.7,28.2,276,6.263
10890,0.619,0,60,14.7,27.7,288,5.145
19104,1.286,0,59,15.1,28.6,300,5.816
40583,1.842,0,56,14.7,30.4,317,9.619
38620,2.225,0,51,14,32.5,307,10.961
18845,2.401,0,47,14,34.9,330,10.29
16796,2.351,0,48,13.6,33.4,319,10.514
12030,2.082,0,52,15.3,33.4,334,9.171
10019,1.613,0,56,16.5,32.9,313,9.843
6411,0.9950001,0,56,16.7,32,287,6.487
19315,0.06900001,0,66,7.7,19,39,9.843
31674,0.6440001,0,65,7.2,20.1,43,11.408
41495,1.318,0,60,8.1,24.1,40,10.737
52563,2.251,0,61,15.1,29.1,327,7.158
51813,2.421,0,57,15.3,30.7,308,8.724
45120,2.371,0,51,14,32.4,328,8.948
37573,2.104,0,47,14,33.6,311,7.382
25278,1.636,0,45,13.1,33.1,307,8.724
9135,1.018,0,41,12.9,32.9,254,6.935
3399,0.336,0,48,11.8,32.4,280,6.935
24168,2.122,0,43,14.5,36.7,333,8.5
18742,1.654,0,40,14.4,37.9,352,7.382
8516,1.034,0,40,14.2,37.6,327,6.711
17146,0.082,0,73,14.5,24.3,185,2.684
30174,0.678,0,69,15.1,27.1,252,2.908
37413,1.349,0,61,16.3,30.6,335,5.816
48051,1.904,0,62,18.1,32.7,333,5.592
43237,2.282,0,58,19.9,36.9,326,5.592
43704,2.395,0,50,21.4,40.6,318,6.263
36603,2.125,0,46,22.1,43.5,310,6.711
24679,1.657,0,45,23.4,44.2,323,7.606
8649,1.039,0,45,24.3,43.3,317,5.816
3690,0,0,76,17.4,29.5,95,13.869
35854,0.697,0,66,16.9,31.1,75,13.645
41554,1.368,0,68,19.2,34.5,319,13.869
43984,2.411,0,52,24.6,42.4,321,7.606
36864,2.136,0,51,25.9,45.3,327,6.935
24309,1.668,0,48,26.4,45.7,320,6.487
7618,1.052,0,51,25.7,45,325,7.382
17268,0.09900001,0,44,16,38.8,65,9.395
27028,0.717,0,41,17.4,43,358,6.711
25080,1.389,0,41,19.2,47.3,330,7.382
28612,1.942,0,41,21.4,48.2,335,6.04
35437,2.317,0,39,22.3,50.4,336,8.053
35267,2.484,0,34,21.6,52.3,310,9.395
19086,2.434,0,31,20.1,54.9,298,8.277
15981,2.166,0,34,20.1,53.2,308,8.948
20915,1.697,0,34,21,52,327,6.04
9025,1.075,0,29,21,53.1,327,7.382
3978,0.389,0,28,17.8,52.3,71,6.711
3359,0,0,95,26.8,28.4,330,6.04
3635,1.487,0,93,26.8,29.5,332,6.487
3165,1.946,0,86,25.9,31.1,336,9.619
3475,2.327,0,78,25.5,32.4,331,7.606
3568,2.498,0.126,72,25.3,33.3,337,5.592
3598,2.447,0.126,70,25.5,33.6,304,5.145
3513,2.175,0.055,72,25.9,33.8,203,5.145
4984,1.706,0.008,68,25.5,34.7,243,3.803
3771,1.088,0,69,25.2,34.5,268,4.026
3785,0,0,76,17.2,26.2,86,8.277
6203,0,0,76,17.2,26.2,86,8.277
9821,0,0,76,17.2,26.2,86,8.277
11749,1.999,0,65,15.4,26.6,327,6.04
19538,2.38,0,61,16.3,29.8,280,4.921
32969,2.55,0,54,16.9,32.7,343,5.145
43054,2.494,0,45,14.5,35.8,320,6.263
38271,2.226,0,41,16.2,37.4,13,7.382
26011,1.748,0,39,15.6,37.8,334,6.935
13447,1.122,0,39,16.2,37.9,345,6.487
3487,0.422,0,44,15.3,36.9,319,4.698
13179,1.452,0,55,19.8,34.9,328,5.592
17725,2.008,0,55,20.1,36.9,355,4.026
21611,2.387,0,52,20.8,37.2,324,6.487
21504,2.555,0,51,20.8,38.5,322,5.145
17454,2.5,0,47,20.8,39.2,354,6.487
15363,2.225,0,48,21.4,39.9,294,4.25
20272,1.752,0,48,21.6,40.1,292,5.369
9111,1.127,0,50,23,40.8,250,3.579
3587,0.431,0,53,23.4,39.9,247,3.132
9789,0,0,69,21.7,32.7,39,10.737
19132,0.142,0,68,22.1,32.9,46,7.382
32870,0.795,0,69,23,34,29,5.592
43162,1.467,0,67,25,39.4,10,5.592
53111,2.017,0,59,26.2,41.7,330,7.606
52655,2.39,0,54,28.6,46.9,312,9.619
44554,2.554,0,51,29.7,49.3,314,9.843
40906,2.495,0,45,30,50.4,298,11.185
34246,2.219,0,45,30.6,51.4,288,10.29
25235,1.748,0,45,30.7,52.2,277,10.737
10987,1.13,0,42,30.6,52.3,211,8.053
3609,0.442,0,51,30.4,51.8,295,6.711
20668,0.154,0,72,25.9,38.3,116,9.843
32684,0.811,0,65,26.1,41.2,62,13.645
42274,1.483,0,67,28,41.7,317,10.737
45040,2.03,0,66,29.5,42.8,320,5.816
43946,2.504,0,55,33.3,51.3,324,6.04
37420,2.226,0,54,34,52.3,345,7.158
25335,1.757,0,50,34.3,53.8,318,6.04
12428,1.14,0,48,34.5,53.1,328,5.592
3170,0,0,54,21.9,42.8,170,15.211
16473,0.169,0,45,19.6,43.2,165,13.645
26141,0.841,0,43,19.6,46.2,162,16.106
32732,1.519,0,59,24.8,46.4,239,13.198
38887,2.062,0,54,28.6,47.1,323,5.592
39246,2.426,0,54,30.6,49.6,334,6.935
28088,2.586,0,48,31.1,53.2,322,5.816
21282,2.527,0,48,31.5,53.4,321,6.487
22186,2.251,0,49,30.6,50.9,332,5.816
18052,1.782,0,47,30.2,53.4,329,4.698
10665,1.163,0,43,32,56.3,304,5.592
3567,0.469,0,44,30.7,53.8,318,4.026
7012,0,0,43,22.5,50.4,27,7.606
17491,0.183,0,40,23.5,52.7,65,7.158
17385,0.8570001,0,34,24.8,56.7,139,14.316
14112,1.527,0,96,36.3,39,263,4.25
19166,2.071,0,93,36.7,40.3,142,7.606
45288,2.44,0,89,37,44.2,179,9.619
27030,2.602,0,77,36.3,46,342,6.263
30005,2.547,0,72,35.1,45.9,292,6.711
27047,2.274,0,68,35.6,47.7,310,6.935
32439,1.806,0,64,35.2,49.3,333,7.382
21981,1.187,0,62,34.7,48.7,317,6.935
4565,0.495,0.016,76,34,45.7,340,6.263
3614,0.031,0.008,79,35.6,44.2,42,7.382
7603,0.213,0,76,28.9,38.7,48,10.961
10508,0.8940001,0,83,30.2,39.2,334,6.711
8666,1.565,0,83,31.5,41.2,34,8.277
12401,2.109,0,76,32.9,41.2,311,5.145
36475,2.476,0,75,34.2,48.6,350,8.5
49525,2.634,0,63,33.6,49.5,329,10.066
39811,2.578,0,55,32.2,51.1,335,9.395
23983,2.306,0,56,32,49.8,338,11.185
13776,1.832,0,59,31.5,47.3,178,10.737
12382,1.21,0,58,31.1,46.8,150,8.5
7930,0.511,0,52,28.8,46.9,141,9.619
3633,0.034,0,69,29.8,46.8,318,9.171
2955,0,0,88,33.4,38.3,48,4.474
7055,0.229,0,86,32.2,38.1,46,6.711
20362,0.9110001,0,83,32.2,38.8,104,5.369
19461,1.582,0,85,35.2,42.4,185,6.263
29692,2.121,0,81,35.2,43.9,300,6.935
35739,2.491,0,74,35.4,48,318,6.487
45860,2.654,0,66,33.1,50.4,19,8.5
46265,2.599,0,59,32.2,52.5,25,7.606
37540,2.324,0,49,30.4,51.3,351,9.395
40716,1.856,0,45,30.2,53.8,306,9.395
29736,1.232,0,43,30.4,52.5,299,7.829
13272,0.528,0,45,28.9,50.9,298,5.816
3520,0.037,0,53,28.6,48.9,203,4.25
3181,0,0,62,22.3,35.4,37,16.33
6053,0.25,0,63,22.5,35.6,41,13.869
18478,0.9480001,0,71,25.5,37,138,12.974
10650,1.621,0,70,26.8,40.5,15,5.592
15067,2.168,0,66,29.3,41.7,272,4.474
19038,2.533,0,67,31.5,45.7,290,8.277
42924,2.686,0,59,31.5,55.8,281,10.961
53464,2.624,0,42,30.7,58.3,309,16.106
36249,2.347,0,42,30.9,56.5,305,12.527
16698,1.871,0,43,31.5,54.9,303,10.737
28822,1.243,0,43,32.5,55.8,220,10.514
11033,0.54,0,44,32.2,55,300,9.619
3642,0.04,0,47,31.1,53.2,333,7.829
2980,0.001,0,42,17.6,43.3,360,5.592
6681,0.269,0,36,12.2,42.1,48,8.277
21939,0.984,0,41,15.6,43.9,331,8.724
36150,1.665,0,36,13.8,46,335,9.619
43546,2.226,0,28,9.3,46.4,332,10.29
53112,2.614,0,23,9.3,48.7,329,12.079
54706,2.778,0,25,11.7,50.5,331,10.737
53017,2.707,0,24,12,50.9,332,10.737
40538,1.933,0,23,12.7,50.7,343,9.619
28429,1.294,0,23,12.4,50.7,327,8.948
12338,0.572,0,27,12.7,49.3,321,7.158
3451,0.043,0,30,13.3,46.2,227,2.684
3311,0.002,0,73,19.6,32.2,108,5.592
8149,0.287,0,70,19.6,32,201,10.514
23905,0.997,0,68,19.9,35.8,321,11.632
32089,1.679,0,67,20.8,37.8,1,7.829
41471,2.231,0,50,19.4,45.3,272,16.33
55237,2.609,0,38,16.9,48.9,129,16.33
53944,2.778,0,33,18,51.8,100,14.764
65926,2.71,0,27,18.1,53.6,49,12.974
37676,2.423,0,28,19,54,40,13.869
21677,1.938,0,32,21.6,53.4,300,13.422
29501,1.296,0,36,24.4,53.4,306,13.869
12390,0.577,0,39,24.3,50,297,13.422
3621,0.047,0,47,25,47.1,5,8.277
3909,0.301,0,68,32.2,45.5,65,9.619
9683,1,0,69,34.2,45.5,111,12.303
19170,1.667,0,67,33.4,49.8,140,11.856
10492,2.214,0,62,33.3,49.5,302,16.106
11600,2.581,0,61,34.5,48.4,45,12.079
11528,2.733,0,58,33.6,51.1,316,13.198
18025,2.671,0,50,31.6,55,133,12.974
8285,2.396,0,42,29.5,53.8,138,14.987
8174,1.296,0,38,28.6,54.5,112,18.567
7635,0.585,0,37,28.2,55,113,17.672
3477,0.05,0,37,27.1,54,28,15.211
11066,1.03,0,41,27.1,51.3,121,19.238
9351,1.708,0,40,27,51.1,303,13.198
28680,2.257,0,40,27.9,55,301,20.804
16500,2.623,0,40,27.5,53.1,299,16.106
27188,2.781,0,40,28,54.9,293,17.448
32438,2.712,0,38,28.2,56.7,302,16.777
29667,2.427,0,35,26.8,58.6,298,21.027
21035,1.951,0,33,27.5,59.5,296,14.764
8923,1.317,0,37,27.1,56.3,303,9.171
5926,0.6020001,0.004,53,29.8,54,327,8.277
3525,0.054,0.004,61,34.2,50,57,9.843
17133,1.043,0,75,30,43.2,79,9.843
13448,1.723,0,73,33.4,44.8,297,8.053
29024,2.258,0,70,35.8,50.9,359,6.263
53154,2.614,0,56,33.3,55.6,334,9.171
46406,2.782,0,45,32,56.5,5,9.843
37837,2.722,0,42,30,57.2,298,6.711
32220,2.442,0,36,28.9,57.2,338,7.829
23222,1.964,0,37,29.5,56.8,307,10.737
9122,1.328,0,38,29.1,56.3,348,7.382
6841,0.614,0,41,30,55.2,10,6.04
4610,0.057,0,42,29.8,54.1,18,6.04
24381,1.077,0,66,28.2,43.9,197,6.04
30629,1.751,0,55,29.1,47.5,360,7.158
35923,2.295,0,53,30,53.6,353,6.711
29557,2.659,0,42,27.9,54.3,273,7.158
48557,2.82,0,36,27.7,58.6,301,17.672
53477,2.754,0,31,26.8,60.3,298,12.527
38914,2.47,0,30,26.4,61,301,11.856
28265,1.988,0,31,25.5,59.9,301,14.316
28217,1.353,0,27,25.2,59.2,288,10.514
7731,0.634,0,32,24.1,57.7,294,11.856
3640,0.061,0,34,24.6,54.5,299,4.921
7042,0.376,0,90,34.7,39.4,34,6.935
8487,1.085,0.004,90,35.6,40.5,311,6.04
12730,1.754,0.012,88,35.4,39.9,329,8.053
22913,2.815,0,73,31.8,44.2,234,6.04
36352,2.756,0.004,81,32.7,44.4,83,10.961
39085,2.467,0,65,31.8,47.8,236,6.935
22712,1.99,0,57,30.7,47.8,21,8.724
16788,1.358,0,56,30,46.9,351,7.158
8793,0.642,0,55,29.3,46,319,7.829
11695,1.11,0,86,32.9,39.7,232,4.698
8556,1.784,0,79,32.5,39.9,262,4.026
11768,2.328,0.016,84,33.8,40.3,288,6.711
11785,2.685,0.035,89,34.3,38.8,285,5.145
17767,2.835,0.016,88,35.1,40.1,272,4.474
14443,2.762,0.031,88,35.4,40.1,204,4.474
13742,2.473,0.02,87,36,41,184,4.474
13512,1.991,0.004,86,36,41.7,203,4.25
16869,1.361,0.004,81,36,43.5,330,4.921
8147,0.649,0,81,35.4,42.6,42,6.263
3650,0.07,0,80,34.5,41.7,38,6.04
3532,0.016,0,63,25.5,37.8,60,10.514
7952,0.422,0,74,26.8,38.3,56,11.408
26539,1.145,0,69,25.9,41,36,11.632
22264,1.825,0,78,28.2,43.2,46,10.514
16634,2.365,0,80,34,41.7,330,7.829
20475,2.706,0,71,31.3,42.6,45,6.04
41312,2.867,0,62,30.6,46.8,35,7.829
33208,2.8,0,56,29.5,47.3,28,7.829
28155,2.513,0,53,28.8,46.9,300,6.711
30972,2.03,0,54,29.8,48.6,154,6.04
28986,1.391,0,54,32,50,272,9.395
14081,0.67,0,53,30.7,48.4,293,8.724
4388,0.074,0,60,28.9,45.9,294,7.158
3679,0.019,0,69,25.2,35.1,40,17.448
12173,0.443,0,68,25.2,35.8,105,11.856
25278,1.17,0,66,25.7,40.6,166,11.185
33645,1.848,0,60,27.7,45.1,64,8.277
22121,2.389,0,59,30,45.3,341,7.158
36222,2.743,0,56,29.3,48.9,323,8.277
43289,2.896,0,46,27.7,51.4,308,9.171
13893,2.829,0,54,30.2,53.2,318,11.408
23717,2.529,0,61,32.2,52.2,39,13.422
40077,2.038,0,50,30.6,52.2,15,12.751
24512,1.406,0,47,28.8,50.2,337,11.185
10748,0.687,0,50,28.6,48,332,8.724
3920,0.079,0,63,29.8,45.9,278,11.408
3491,0.022,0,73,31.3,40.1,351,5.592
7978,0.459,0,72,30.7,40.5,308,5.369
21487,1.182,0,70,30.9,44.1,133,12.303
37453,1.856,0,62,31.3,48,141,14.54
32387,2.397,0,54,30,48.9,303,10.066
43550,2.762,0,48,26.8,50.5,309,8.948
27673,2.924,0,43,26.2,51.4,291,10.737
18202,2.851,0,44,26.1,48.9,340,10.29
32318,2.557,0,42,26.4,54.5,343,11.856
28257,2.069,0,43,26.6,52.9,306,17.001
16437,1.429,0,41,24.3,50.7,332,7.606
7756,0.705,0,41,23.5,50,320,7.829
3879,0.085,0,41,23.9,48.6,277,4.921
3495,0.026,0,55,19.9,38.3,118,16.553
11836,0.488,0,54,21.4,39.7,99,12.974
18508,1.223,0,50,23,46.8,150,8.948
22793,1.9,0,50,26.2,46.9,61,8.5
28351,2.436,0,48,29.1,51.3,232,9.395
44407,2.786,0,44,28.6,52.9,244,11.856
74738,2.935,0,42,28.8,55,289,13.869
42984,2.861,0,38,27.5,56.3,295,12.527
52133,2.571,0,34,26.1,57.6,303,14.764
25090,2.086,0,34,26.1,56.8,298,12.751
15786,1.445,0,36,25.9,56.3,299,12.527
3981,0.7180001,0,40,26.2,52.5,312,11.632
6307,0.496,0.004,88,36.7,44.1,325,5.816
25701,1.215,0.004,74,36,47.7,122,8.724
38246,1.885,0,65,35.6,50.9,174,12.079
28484,2.424,0,59,34.2,49.5,137,14.764
24717,2.787,0,58,33.4,49.3,185,14.764
10595,2.934,0.004,70,32.4,48.2,301,15.211
4518,2.861,0.055,85,35.1,42.8,311,16.777
6969,2.557,0.028,86,35.2,41,29,12.303
10016,2.071,0.106,86,35.4,41,15,12.079
11797,1.437,0,82,36,43.5,60,7.606
6146,0.719,0.004,87,37.4,42.3,36,5.369
3315,0.096,0.043,88,36.7,41.5,55,5.592
3229,0.52,0.024,92,32.2,34.5,275,4.25
5500,1.247,0.039,92,32.2,35.2,133,4.921
12366,1.92,0.122,87,33.1,38.1,280,3.579
22768,2.456,0.051,82,30.9,39.6,233,6.04
40073,2.821,0,68,30.2,42.8,286,8.948
33148,2.968,0,65,31.1,45,249,11.856
23222,2.887,0,61,28.6,43.7,271,10.514
15707,2.599,0,60,27.5,42.4,135,12.303
11816,2.113,0,71,28.2,41,100,9.171
6917,1.469,0.004,86,31.6,39.9,323,9.171
5277,0.738,0.004,86,30.9,36.5,55,9.619
3943,0.103,0,83,30.6,37.2,111,9.395
3191,0.039,0,87,27.3,32.2,176,4.25
3561,0.546,0,82,25.7,33.3,317,4.25
6379,1.283,0.016,79,23.7,33.8,336,5.369
23433,1.965,0.02,59,17.4,36.3,339,9.395
49722,2.526,0,45,15.3,39.4,332,11.856
69196,2.893,0,43,16.2,41,336,13.869
59524,3.036,0,40,15.1,42.3,347,15.435
34852,2.96,0,35,12.7,42.6,332,11.856
31888,2.665,0,36,12.6,42.3,320,10.29
23921,2.168,0,34,12.7,42.1,343,12.303
33517,1.516,0,33,14.2,42.8,315,10.961
11844,0.7730001,0,34,13.1,42.3,325,10.514
3656,0.111,0,37,12.4,39.4,324,9.395
3618,0.044,0,57,8.1,22.3,49,13.869
10264,0.582,0,56,8.2,23.7,60,13.645
28155,1.334,0,52,9.3,28.6,40,20.58
40324,2.02,0,46,11.3,34.3,53,11.632
52581,2.563,0,46,14.7,38.3,349,7.829
56554,2.915,0,44,15.3,40.3,2,7.829
69942,3.058,0,39,11.1,42.1,330,10.514
66947,2.989,0,28,6.8,42.8,338,10.961
24747,2.698,0,36,10.8,41.5,328,13.198
22919,2.187,0,34,12.7,41,12,8.5
17978,1.531,0,37,13.8,41.2,316,14.764
9559,0.7870001,0,47,17.4,40.1,295,15.435
3668,0.118,0,54,19.8,37.8,276,9.843
8607,0.59,0,69,25.2,36.5,26,4.474
21520,2.543,0,65,25.5,39.2,5,7.382
44069,2.897,0,60,25.3,43.7,40,9.619
23700,3.041,0,78,28,41.9,198,8.277
54847,2.948,0,69,28.9,43.2,198,7.606
49735,2.647,0,67,27.5,46.9,169,7.829
21603,2.161,0,49,24.6,45.5,313,8.277
27006,1.523,0,48,25.3,48.4,126,12.303
14182,0.789,0,45,23.2,44.8,263,6.263
3998,0.125,0,48,22.5,43.3,284,3.803
10624,0.799,0,43,26.6,49.6,45,8.5
3969,0.132,0,59,29.1,48,151,13.645
10598,0.629,0,70,28.4,39.9,40,9.843
9934,1.365,0,74,30.2,40.8,46,7.382
19500,2.032,0,68,31.6,45,104,7.158
24318,2.56,0.004,67,33.8,45.7,324,8.724
27445,2.902,0.079,76,34.5,48.6,257,10.737
26815,3.038,0,77,34.3,47.8,330,16.106
57867,2.955,0,66,32.5,52.2,135,9.395
56596,2.665,0,42,27.9,53.8,291,11.856
42840,2.189,0,40,27.3,54.5,291,13.869
21311,1.546,0,39,27,52.7,297,12.751
14326,0.814,0,38,25.3,51.4,302,15.211
3544,0.14,0,41,24.8,49.5,25,7.829
7186,0.642,0,76,33.4,46.9,160,11.856
8226,1.374,0,58,32.2,48.4,146,10.737
13964,2.046,0,54,31.1,52.3,146,8.724
24315,2.581,0,46,30.6,54.5,300,13.422
23266,2.934,0,49,31.1,54.3,309,12.751
25329,3.068,0,42,30.2,56.8,300,12.751
35221,2.987,0,43,31.8,59.5,303,15.435
48691,2.681,0,37,31.5,60.6,301,17.448
25048,2.191,0,34,29.5,60.6,301,23.264
10599,1.553,0,35,29.1,59.2,299,15.659
8651,0.823,0,35,28.9,57.9,288,20.356
4379,0.148,0,41,28.9,57.9,331,12.303
3985,0.07300001,0,61,23.4,38.1,315,5.592
7538,0.6760001,0,61,24.1,37.4,304,5.145
